"Activity Date","Distance in Miles","Activity Type",Comment
2021-06-21,6.65,Run,"Pine and bread"
2021-06-22,14.7,Run,"Upper KenMo x2"
2021-06-24,6.1,Run,Pine
2021-06-25,26.26,Run,
2021-06-28,5.31,Run,"Vineyard mountain"
2021-06-29,8.13,Run,Kenmo
2021-06-30,5.63,Run,Pine
2021-07-02,16.78,Run,Kenno
2021-07-05,6.2,Run,
2021-07-03,12.01,Run,
2021-07-06,3.38,Run,
2021-07-07,6.35,Run,
2021-07-09,16.86,Run,
2021-07-10,10.07,Run,
2021-07-12,6.04,Run,
2021-07-13,3.84,Run,
2021-07-14,5.68,Run,
2021-07-16,17.27,Run,
2021-07-15,4,Run,
2021-07-17,10.9,Run,
2021-07-19,7.01,Run,
2021-07-20,3.06,Run,
2021-07-21,6.34,Run,
2021-07-22,4.22,Run,
2021-07-23,20,Run,
2021-07-24,9.8,Run,
2021-07-26,8.15,Run,
2021-07-27,3.1,Run,
2021-07-29,4.01,Run,
2021-07-30,11.64,Run,
