"Activity Date","Distance in Miles","Activity Type",Comment
2021-03-20,9.52,Run,"More kenmo"
2021-03-22,1.31,Run,"Late night with family. Just keeping my streak."
2021-03-23,12.59,Run,"Silver comet trail"
2021-03-24,4.46,Run,"Corn bread local legend (strava) attempt"
2021-03-26,18.04,Run,"More silver comet research for a possible unsupported FKT in the near future."
2021-03-29,4.48,Run,"Cornbread repeats +"
2021-03-30,4,Run,"Cherokee veterans park"
2021-03-30,3.61,Run,Neighborhood
2021-03-31,3.28,Run,"Chili and cornbread"
2021-04-01,3.99,Run,"Seriously...? .99 of a mile...!?  Lol"
2021-04-01,3.99,Run,"Seriously...? .99 of a mile...!?  Lol"
2021-04-02,23.51,Run,"Silver comet."
2021-04-03,4,Run,CVP
2021-04-04,4.02,Run,CVP
2021-04-05,5.57,Run,"Country road"
2021-04-06,12.7,Run,"Paved trails in north atlanta"
2021-04-07,5.4,Run,CVP
2021-04-08,3.98,Run,"CVP recovery day"
2021-04-09,26.32,Run,"GSER training"
2021-04-10,7.73,Run,"Chattahoochee Nature Recreation Area"
2021-04-11,4.48,Run,"Recovery run"
2021-04-12,6.43,Run,Cornbreas
