"Activity Date","Distance in Miles","Activity Type",Comment
2020-10-04,14.06,Run,
2020-10-06,11.44,Run,
2020-10-07,12.13,Run,
2020-10-08,14.02,Run,
2020-10-10,50.07,Run,
2020-10-09,10.03,Run,
2020-10-11,7.67,Run,
2020-10-12,16.07,Run,
2020-10-13,13.13,Run,
2020-10-14,13.13,Run,
2020-10-15,12.04,Run,
2020-10-16,13.19,Run,
2020-10-17,0,Run,
2020-10-21,10.41,Run,
2020-10-24,0.48,Run,
2020-10-24,31.63,Run,
2020-10-25,4.13,Walk,
2020-10-27,10.1,Run,
2020-10-28,10.6,Run,
2020-10-29,10.1,Run,
2020-10-30,6.2,Run,
2020-10-31,2.17,Run,
2020-10-31,6.95,Run,
2020-10-31,6.95,Run,
2020-10-31,3.91,Run,
