"Activity Date","Distance in Miles","Activity Type",Comment
2021-03-20,6.02,Treadmill,
2021-03-20,6,Walk,
2021-03-21,5.6,Walk,
2021-03-22,6.02,Treadmill,
2021-03-22,4.9,Walk,
2021-03-23,4,Walk,
2021-03-24,11.2,Walk,
2021-03-26,5.2,Walk,
2021-03-27,6.1,Walk,
2021-03-28,4.6,Walk,
2021-03-29,5.6,Walk,
2021-03-30,5.1,Walk,
2021-03-31,5,Walk,
2021-04-02,6.6,Walk,
2021-04-04,9.9,Walk,
2021-04-05,6.7,Walk,
2021-04-06,6.7,Walk,
2021-04-07,8.9,Walk,
2021-04-08,9.2,Walk,
2021-04-09,11.3,Walk,
2021-04-10,6.7,Walk,
2021-04-12,8.7,Walk,
