"Activity Date","Distance in Miles","Activity Type",Comment
2021-02-22,11.1,Walk,
2021-02-23,7.01,Treadmill,
2021-02-23,4.6,Walk,
2021-02-24,10.1,Treadmill,
2021-02-25,6.21,Treadmill,
2021-02-24,3.1,Walk,
2021-02-25,2.3,Walk,
2021-02-26,6,Walk,
2021-02-27,6.56,Treadmill,
2021-02-27,3,Walk,
2021-02-28,10.1,Treadmill,
2021-02-28,4.7,Walk,
2021-03-01,4.1,Walk,
2021-03-02,8.05,Treadmill,
2021-03-02,4.7,Walk,
2021-03-03,8,Treadmill,
2021-03-03,5.1,Walk,
2021-03-04,2.6,Walk,
2021-03-05,10.04,Treadmill,
2021-03-05,3.7,Walk,
2021-03-06,5.5,Walk,
2021-03-07,6.08,Treadmill,
2021-03-07,8.1,Walk,
2021-03-08,5.8,Walk,
2021-03-09,5,Walk,
2021-03-10,5.03,Treadmill,
2021-03-10,4.3,Walk,
2021-03-11,10.03,Treadmill,
2021-03-12,6.41,Run,
2021-03-13,10.01,Treadmill,
2021-03-12,4.4,Walk,
2021-03-14,6.22,Treadmill,
2021-03-15,7.01,Treadmill,
2021-03-15,4.9,Walk,
2021-03-16,7.01,Treadmill,
2021-03-17,10.01,Treadmill,
2021-03-17,4.8,Walk,
2021-03-18,4.6,Walk,
