"Activity Date","Distance in Miles","Activity Type",Comment
2021-05-17,9.8,Walk,
2021-05-18,7.2,Walk,
2021-05-19,10.5,Walk,
2021-05-21,3.7,Walk,
2021-05-20,7.5,Walk,
2021-05-22,11.3,Walk,
2021-05-23,10.1,Walk,
2021-05-24,11.3,Walk,
2021-05-25,2.9,Walk,
2021-05-26,14.8,Walk,
2021-05-27,4.02,Run,
2021-05-27,2.7,Walk,
2021-05-28,4.01,Run,
2021-05-28,8.1,Walk,
2021-05-29,5.03,Run,
2021-05-29,6.3,Walk,
2021-05-30,5.2,Run,
2021-05-30,5.8,Walk,
2021-05-31,7.3,Walk,
2021-05-31,6.3,Run,
2021-06-01,5.4,Run,
2021-06-01,7.1,Walk,
2021-06-02,6.1,Walk,
2021-06-03,6.05,Run,
2021-06-03,7.3,Walk,
2021-06-04,5,Walk,
2021-06-05,8.05,Run,
2021-06-05,4.1,Walk,
2021-06-06,3.6,Walk,
2021-06-06,5.61,Run,
2021-06-07,9.2,Walk,
2021-06-08,6.01,Run,
2021-06-08,2,Walk,
2021-06-09,5.8,Walk,
2021-06-11,6.6,Walk,
2021-06-11,4.01,Run,
2021-06-10,6.01,Run,
2021-06-10,6.7,Walk,
2021-06-12,4.12,Run,
2021-06-12,4.8,Walk,
2021-06-13,6.05,Run,
2021-06-13,6.9,Walk,
2021-06-14,4.01,Run,
2021-06-14,4.8,Walk,
2021-06-15,6.4,Run,
2021-06-15,6.8,Walk,
2021-06-16,2.9,Walk,
2021-06-17,10.1,Run,
2021-06-17,5.9,Walk,
2021-06-18,6.2,Walk,
2021-06-19,7.34,Run,
