"Activity Date","Distance in Miles","Activity Type",Comment
2021-01-26,5.6,Walk,"Recovery walk"
2021-01-27,3.3,Walk,
2021-01-28,13.13,Treadmill,
2021-01-29,3.4,Walk,
2021-01-30,11.01,Treadmill,
2021-01-30,3.4,Walk,
2021-01-31,11.11,Treadmill,
2021-01-31,2.7,Walk,
2021-02-01,13.15,Treadmill,
2021-02-01,2.5,Walk,
2021-02-02,11.1,Treadmill,
2021-02-02,2.8,Walk,
2021-02-03,6.3,Walk,
2021-02-04,8.1,Treadmill,
2021-02-04,2.7,Walk,
2021-02-05,11.05,Treadmill,
2021-02-06,4.6,Walk,
2021-02-07,5.1,Walk,
2021-02-08,7,Walk,
2021-02-09,7.02,Treadmill,
2021-02-09,5.2,Walk,
2021-02-10,5.1,Walk,
2021-02-11,4.8,Walk,
2021-02-12,6.4,Walk,
2021-02-13,10.1,Treadmill,
2021-02-14,6.12,Treadmill,
2021-02-14,3.3,Walk,
2021-02-15,10.02,Treadmill,
2021-02-16,12.02,Treadmill,
2021-02-17,10.05,Treadmill,
2021-02-17,6.2,Walk,
2021-02-18,5.02,Treadmill,
2021-02-18,8,Walk,
2021-02-19,9.1,Walk,
2021-02-20,10.02,Treadmill,
2021-02-20,5.2,Walk,
2021-02-22,5.02,Walk,
