"Activity Date","Distance in Miles","Activity Type",Comment
2021-03-29,2.4,Walk,"3/27 - .82m
3/28 - .62m 
3/29 - .96m"
2021-03-30,2.48,Walk,
2021-04-13,1.21,Walk,
2021-04-12,1.26,Walk,
2021-04-06,0.88,Walk,
2021-04-05,2.01,Walk,
