"Activity Date","Distance in Miles","Activity Type",Comment
2020-10-31,14,Run,
2020-10-31,2.38,Run,
2020-11-01,5.3,Run,
2020-11-01,4.06,Run,
2020-11-02,7,Run,
2020-11-02,2.3,Run,
2020-11-02,6.12,Run,
2020-11-03,5.1,Run,
2020-11-03,4.05,Run,
2020-11-03,2.03,Run,
2020-11-03,4.99,Run,
2020-11-04,2.03,Run,
2020-11-04,3.2,Run,
2020-11-04,5.1,Run,
2020-11-05,5.1,Run,
2020-11-05,4.06,Run,
2020-11-05,3.08,Run,
2020-11-05,3.02,Run,
2020-11-06,7.1,Run,
2020-11-06,3.32,Run,
2020-11-06,5.2,Run,
2020-11-07,17.01,Run,
2020-11-07,3.2,Run,
2020-11-07,14.43,Run,
2020-11-08,5.06,Run,
2020-11-09,12.28,Run,
2020-11-10,13.14,Run,
2020-11-11,3.04,Run,
2020-11-11,7.03,Run,
2020-11-11,6.1,Run,
2020-11-12,6.04,Run,
2020-11-12,5.11,Run,
2020-11-13,10.31,Run,
2020-11-14,15.05,Run,
2020-11-14,5.04,Run,
2020-11-15,12.1,Run,
2020-11-15,2.09,Run,
2020-11-15,4.09,Run,
2020-11-16,6.14,Run,
2020-11-16,4.02,Run,
2020-11-17,3.61,Run,
2020-11-17,5.5,Run,
2020-11-17,2.36,Run,
2020-11-18,4.14,Run,
2020-11-18,3.03,Run,
2020-11-18,7.1,Run,
2020-11-19,3.25,Run,
2020-11-19,10.1,Run,
2020-11-20,13.2,Run,
2020-11-20,1.04,Run,
2020-11-20,1.38,Run,
2020-11-21,3.48,Run,
2020-11-21,15.1,Run,
2020-11-21,2.12,Run,
2020-11-22,15.1,Run,
2020-11-22,1.73,Walk,
2020-11-23,4.15,Run,
2020-11-24,5.1,Run,
2020-11-24,5.1,Run,
2020-11-25,7.2,Run,
2020-11-26,13.2,Run,
2020-11-27,5.3,Run,
2020-11-27,5.26,Run,
2020-11-28,6.1,Run,
2020-11-28,9,Run,
2020-11-29,20.1,Run,
2020-11-30,5,Run,
