"Activity Date","Distance in Miles","Activity Type",Comment
2021-02-23,5.4,Treadmill,
2021-02-24,2.3,Walk,
2021-02-24,4.46,Treadmill,
2021-02-25,3.25,Walk,"Late add I forgot to add yesterday’s walk with dogs"
2021-02-28,63.25,Run,"Swammie Shuffle 200
Day 1"
2021-03-01,50.66,Run,"Swammie Shuffle 200
Day 2"
2021-03-02,59.04,Run,"Swammie Shuffle 200
Day 3"
2021-03-03,49.04,Run,"Swammie Shuffle 200 - Finished!
Day 4"
2021-03-06,2.5,Run,
2021-03-08,2.6,Run,
2021-03-09,1.7,Walk,
2021-03-11,6,Treadmill,
2021-03-11,0.48,Run,
2021-03-13,4.4,Treadmill,
2021-03-12,1.87,Run,
2021-03-14,2.08,Run,
2021-03-14,6,Treadmill,
2021-03-15,2.6,Run,
2021-03-16,11.05,Run,
