"Activity Date","Distance in Miles","Activity Type",Comment
2021-03-20,12.27,Treadmill,
2021-03-20,2.45,Walk,"Dog walk"
2021-03-21,5.82,Treadmill,
2021-03-21,1.55,Walk,
2021-03-22,10.07,Run,
2021-03-22,1.05,Run,
2021-03-23,3.9,Treadmill,
2021-03-23,2.25,Walk,"Dog walk!"
2021-03-24,11.1,Run,
2021-03-24,1.01,Run,
2021-03-27,18.07,Treadmill,
2021-03-27,2.25,Walk,"Walk with the dogs between thunderstorms"
2021-03-28,15.35,Treadmill,
2021-03-28,2.21,Walk,"Dog walk after the storm...."
2021-03-29,1.81,Run,
2021-03-31,12.65,Treadmill,
2021-03-31,2.35,Walk,"Pooper walks!"
2021-04-01,5.08,Run,
2021-04-02,5.01,Run,
2021-04-02,5.01,Treadmill,
2021-04-02,5.03,Treadmill,
2021-04-02,5.29,Run,
2021-04-02,5.1,Run,
2021-04-03,5.05,Treadmill,"Leg #7"
2021-04-03,5.14,Treadmill,
2021-04-03,5.15,Run,
2021-04-03,2.4,Walk,
2021-04-03,5.04,Run,"Okay I am done!"
2021-04-04,4.04,Run,
2021-04-05,4.01,Run,
2021-04-06,7.48,Run,
2021-04-07,3.02,Run,
2021-04-09,3.12,Run,
2021-04-09,15.6,Run,
2021-04-09,2.25,Walk,"Walk around downtown Little Rock"
2021-04-10,4.5,Run,
2021-04-10,3,Walk,"Walking to dinner and back!"
2021-04-11,11.06,Run,
2021-04-11,1.08,Run,Recovery
