"Activity Date","Distance in Miles","Activity Type",Comment
2020-10-31,3.888,Walk,
2020-11-01,10.24,Run,
2020-11-01,2.72,Walk,
2020-11-02,5.05,Run,
2020-11-02,1.009,Run,
2020-11-02,6.138,Run,
2020-11-02,3.543,Run,
2020-11-02,1.584,Walk,
2020-11-03,5.06,Run,
2020-11-03,6.03,Run,
2020-11-03,1,Run,
2020-11-03,4.552,Walk,
2020-11-04,4.4,Run,
2020-11-04,8.05,Run,
2020-11-04,2.642,Walk,
2020-11-05,5,Run,
2020-11-05,7.23,Run,
2020-11-05,1.674,Walk,
2020-11-06,4.01,Run,
2020-11-06,6.62,Run,
2020-11-06,1.435,Walk,
2020-11-07,10.1,Run,
2020-11-07,1.904,Walk,
2020-11-08,15.6,Run,
2020-11-08,11.946,Walk,
2020-11-09,4.03,Run,
2020-11-09,7.26,Run,
2020-11-09,5.195,Walk,
2020-11-10,11.099,Run,
2020-11-11,6.696,Walk,
2020-11-12,3.6,Run,
2020-11-12,7.21,Run,
2020-11-12,1.494,Walk,
2020-11-13,4.79,Walk,
2020-11-13,3.095,Walk,
2020-11-14,1.73,Walk,
2020-11-14,6.7,Walk,
2020-11-15,26.25,Run,
2020-11-15,2.233,Walk,
2020-11-16,5,Walk,
2020-11-16,5.41,Walk,
2020-11-17,5.01,Walk,
2020-11-17,7.2,Walk,
2020-11-18,5.067,Run,
2020-11-18,6.19,Run,
2020-11-18,1.265,Walk,
2020-11-19,5.026,Run,
2020-11-19,5.395,Walk,
2020-11-20,5.021,Run,
2020-11-20,8.137,Run,
2020-11-20,1.986,Walk,
2020-11-21,6.98,Walk,
2020-11-22,10.169,Walk,
2020-11-23,3.63,Run,
2020-11-23,8.19,Run,
2020-11-23,2.88,Walk,
2020-11-24,5.01,Run,
2020-11-24,7.47,Run,
2020-11-24,1.851,Walk,
2020-11-25,6.23,Run,
2020-11-25,3.87,Run,
2020-11-25,7.028,Walk,
2020-11-26,10.07,Run,
2020-11-26,3.208,Walk,
2020-11-27,12.14,Run,
2020-11-27,7.348,Walk,
2020-11-28,15.32,Run,
2020-11-28,5.13,Run,
2020-11-28,3.921,Walk,
2020-11-29,15.55,Run,
2020-11-29,5.02,Run,
2020-11-29,2.33,Walk,
2020-11-30,11.1,Run,
2020-11-30,5.01,Run,
2020-11-30,4.36,Run,
