"Activity Date","Distance in Miles","Activity Type",Comment
2021-03-20,3.88,Walk,
2021-03-21,5.64,Treadmill,
2021-03-21,7.37,Treadmill,
2021-03-21,3.1,Walk,
2021-03-22,12.2,Treadmill,
2021-03-22,1.6,Walk,"Evening stroll with the kiddo"
2021-03-23,12.3,Treadmill,
2021-03-24,3.1,Walk,"Intermittent walking in between meetings today."
2021-03-25,15.14,Treadmill,
2021-03-26,2.65,Walk,"Round the neighborhood"
2021-03-26,13.27,Treadmill,
2021-03-27,3.1,Walk,"Eureka Springs walking"
2021-03-28,2.4,Walk,
2021-03-29,10.34,Treadmill,
2021-03-29,3.04,Walk,
2021-03-30,1.4,Walk,
2021-03-30,5.1,Treadmill,
2021-03-31,2.4,Walk,
2021-04-01,13.12,Treadmill,
2021-04-01,1.8,Walk,
2021-04-03,13.46,Treadmill,
2021-04-03,2.4,Walk,
2021-04-04,15.34,Treadmill,
2021-04-04,2.76,Walk,
2021-04-05,5.01,Run,
2021-04-05,1.82,Walk,
2021-04-06,8.23,Treadmill,
2021-04-06,1.64,Treadmill,
2021-04-06,1.9,Walk,"Neighborhood stroll"
2021-04-07,6.63,Treadmill,
2021-04-07,3.07,Walk,Neighborhood
2021-04-08,12.17,Treadmill,
2021-04-08,1.87,Walk,Neighborhood
2021-04-09,2.06,Walk,
2021-04-10,4.1,Walk,
2021-04-11,4.01,Walk,
2021-04-12,12.07,Treadmill,
