"Activity Date","Distance in Miles","Activity Type",Comment
2021-04-13,1.51,Walk,"Early walk before the rain came in."
2021-04-13,12.06,Treadmill,
2021-04-14,11.19,Treadmill,
2021-04-14,1,Treadmill,"Ran a mile earlier (at start of the 11 miler) then I realized I forgot to start my Strava."
2021-04-14,2.1,Walk,"Neighborhood stroll"
2021-04-15,2.1,Walk,"Round the block with son a few times"
2021-04-17,5.19,Treadmill,
2021-04-17,3.02,Treadmill,
2021-04-17,2.1,Walk,"Neighborhood stroll"
2021-04-17,20.09,Treadmill,
2021-04-17,2.1,Walk,"Walking with the boy"
2021-04-18,4.9,Walk,
2021-04-19,2.1,Walk,
2021-04-20,5.18,Treadmill,
2021-04-20,2.1,Walk,"Neighborhood Stroll"
2021-04-21,4.08,Treadmill,
2021-04-22,2.1,Walk,
2021-04-22,2.1,Walk,"Neighborhood stroll. Tapering for a double marathon weekend."
2021-04-24,26.6,Run,
2021-04-23,2.1,Walk,"Neighborhood stroll"
2021-04-24,1.5,Walk,
2021-04-25,26.22,Treadmill,"LA/Hollywood (V)"
2021-04-25,1,Walk,"Couple laps around the block to work out some soreness"
2021-04-26,4.7,Walk,
2021-04-27,1.2,Walk,
2021-04-29,6.01,Treadmill,
2021-04-29,1,Walk,
2021-04-30,4.7,Walk,
2021-05-02,2.9,Walk,"Miles I forgot to enter yesterday"
2021-05-02,18.19,Treadmill,"Devil Dog Double (MC Historic Half + Semper5)"
2021-05-04,6.05,Treadmill,
2021-05-04,2.1,Walk,
2021-05-04,5.07,Treadmill,
2021-05-04,1.4,Walk,
2021-05-06,2.7,Walk,
2021-05-07,1.1,Walk,
2021-05-07,1.1,Walk,
2021-05-08,26.24,Treadmill,"Dallas Marathon (V)"
2021-05-08,1.4,Walk,
2021-05-09,2.3,Walk,
2021-05-10,6.07,Treadmill,
2021-05-11,1.6,Walk,
2021-05-11,7.71,Treadmill,
2021-05-12,1,Walk,"Got a mile in with the kid before it started raining again."
2021-05-12,3.39,Treadmill,
2021-05-12,6.13,Treadmill,
2021-05-12,2.2,Walk,"Neighborhood stroll"
2021-05-13,7.1,Treadmill,
2021-05-13,1.2,Walk,"Neighborhood stroll."
2021-05-14,3.13,Run,"Pacing my 9 year old on his 5k for school."
2021-05-14,2.85,Walk,"Strolling around downtown"
2021-05-15,10,Treadmill,
2021-05-15,1.2,Walk,"Neighborhood stroll"
2021-05-16,7.3,Treadmill,
