"Activity Date","Distance in Miles","Activity Type",Comment
2020-09-01,4,Run,
2020-09-02,7,Run,
2020-09-04,10.02,Run,
2020-09-05,11.03,Run,
2020-09-07,23.02,Run,
2020-09-08,3.03,Run,
2020-09-09,4.05,Run,
2020-09-15,4.01,Run,
2020-09-16,4.01,Run,
2020-09-16,0.4,Walk,
2020-09-19,31.2,Run,"BFC 50k"
2020-09-21,2.2,Walk,
2020-09-23,5.01,Run,
2020-09-25,8.01,Run,
2020-09-26,11.01,Run,
2020-10-02,10.27,Run,
2020-10-03,3.01,Run,
2020-10-03,7.07,Run,
2020-10-03,1.01,Run,
