"Activity Date","Distance in Miles","Activity Type",Comment
2021-07-31,5.039,Walk,
2021-08-01,0.758,Walk,"Shop walk and return"
2021-08-02,1.347,Walk,
2021-08-02,2.647,Walk,
2021-08-02,1.659,Walk,
2021-08-03,1.261,Walk,
2021-08-03,0.808,Walk,
2021-08-03,1.156,Walk,
2021-08-03,4.02,Walk,
2021-08-04,1.485,Walk,
2021-08-05,0.864,Walk,
2021-08-05,1.553,Walk,
2021-08-05,1.839,Walk,
2021-08-05,0.485,Walk,
2021-08-06,2.659,Walk,
2021-08-06,2.38,Walk,
2021-08-09,2.647,Walk,
2021-08-09,1.411,Walk,
2021-08-10,2.952,Walk,
2021-08-10,3.237,Walk,
2021-08-13,3.312,Walk,
2021-08-14,2.771,Walk,
2021-08-14,2.206,Walk,
2021-08-15,1.019,Walk,
2021-08-16,0.771,Walk,
2021-08-17,2.299,Walk,
2021-08-17,2.517,Walk,
2021-08-19,3.411,Walk,
2021-08-19,4.051,Walk,
2021-08-20,4.169,Walk,
2021-08-20,0.746,Walk,
2021-08-22,3.063,Walk,
2021-08-22,1.137,Walk,
2021-08-23,2.057,Walk,
2021-08-24,3.349,Walk,
2021-08-25,3.256,Walk,
2021-08-26,3.169,Walk,
2021-08-27,4.095,Walk,
2021-08-27,0.802,Walk,
2021-08-27,2.666,Walk,
2021-08-27,5.481,Walk,
