"Activity Date","Distance in Miles","Activity Type",Comment
2020-09-01,11,Run,
2020-09-02,9,Run,
2020-09-03,5,Run,
2020-09-04,8,Run,
2020-09-06,3,Run,
2020-09-07,13.1,Run,
2020-09-09,3,Run,
2020-09-14,3,Walk,
2020-09-16,3,Walk,
2020-09-17,7.5,Hike,
2020-09-18,2,Walk,
2020-09-21,3,Walk,
2020-09-24,10,Run,
2020-09-24,5.65,Walk,
2020-09-25,2,Walk,
2020-10-02,3,Walk,
