"Activity Date","Distance in Miles","Activity Type",Comment
2021-06-20,5.03,Run,
2021-06-20,3.1,Walk,"Heat training"
2021-06-21,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-06-21,14.48,Run,"Three Dune Challenge x 10 in solidarity with  the folks leaving their blood, sweat and tears in The Heart Of The South (HOTS). Wore full training gear the whole time but temp only topped out at 75F with 67% humidity. Blessed.❤️"
2021-06-22,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-06-22,2.5,Walk,"Two post-dinner neighborhood loops."
2021-06-23,2.5,Walk,"Two pre-dawn neighborhood loops."
2021-06-23,2.52,Walk,"Post-dinner long neighborhood loop"
2021-06-24,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-06-24,6.02,Walk,"No heat training - just a relaxing walk on cool, breezy day after a storm. Blessed.❤️"
2021-06-25,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-06-25,7.05,Run,
2021-06-25,1.12,Walk,
2021-06-26,2.5,Walk,"Two pre-dawn neighborhood loops between storms"
2021-06-26,5.23,Run,"LSD heat training cut short by tornado warning."
2021-06-27,6.03,Run,
2021-06-27,0.27,Walk,
2021-06-28,2.5,Walk,"Two pre-dawn neighborhood loops."
2021-06-28,8.04,Run,"Heat training through electrical storm. Fun times!"
2021-06-29,1.25,Walk,"One pre-dawn neighborhood loop"
2021-06-29,4.02,Walk,
2021-06-29,2.54,Walk,
2021-06-30,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-06-30,8.05,Run,
2021-06-30,1.25,Walk,"One post-dinner neighborhood loop"
2021-07-01,10.06,Run,
2021-07-01,0.2,Walk,
2021-07-02,2.5,Walk,"Two very early pre-dawn loops"
2021-07-03,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-07-04,18.02,Run,"BW heat training run."
2021-07-04,2.5,Walk,"Two lovely post-BBQ neighborhood loops"
2021-07-05,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-07-05,2.28,Walk,
2021-07-06,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-07-06,10.28,Run,"Full heat training gear powerwalk"
2021-07-07,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-07-07,3.02,Walk,
2021-07-07,1.25,Walk,"Post-dinner loop"
2021-07-08,2.5,Walk,"Two pre dawn neighborhood loops"
2021-07-08,3.03,Walk,"Nature hike, Sunset Hills County Park, Valpo"
2021-07-08,2.5,Walk,"Two post-dinner neighborhood loops"
2021-07-09,5.01,Hike,"Dunes full heat training gear with Beth"
2021-07-09,4.59,Hike,"Dunes full heat training gear with Beth"
2021-07-09,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-07-10,2.5,Walk,"Two pre-dawn neighborhood loops"
2021-07-11,2.5,Walk,"Two post dinner.neighborhood loops"
2021-07-11,2.5,Walk,"Two pre dawn neighborhood loops"
2021-07-11,2.5,Walk,"Two post dinner neighborhood loops"
2021-07-12,10.04,Run,"Part 1 of 2 hear trans for BW"
2021-07-12,2.01,Walk,"Heat training part 2"
2021-07-12,2.5,Walk,"Two post dinner neighborhood loops"
2021-07-13,2.5,Walk,"Two pre dawn neighborhood loops"
2021-07-13,6.02,Walk,
2021-07-13,2.5,Walk,"Two post dinner neighborhood loops"
2021-07-14,2.5,Walk,"Two pre dawn neighborhood loops"
2021-07-14,2.23,Walk,"Last walk with Kristen before I go to Death Valley for Badwater Friday. Blessed.❤️"
2021-07-15,2.5,Walk,"Two very early pre-dawn neighborhood loops"
2021-07-15,3.02,Walk,
2021-07-16,3.01,Walk,
2021-07-16,3.49,Run,"Solo Amargos Desert run"
2021-07-17,2.09,Run,"Amargosa Desert run with Katya. ❤️"
2021-07-18,1.02,Run,"Badwater Basin salt flats run
282' below sea.level"
2021-07-19,9,Run,"Ran to CA from NV this morning and back"
2021-07-20,4.19,Run,"Badwater pacing. Christa timed out by 200 feet at 50 mile mark so no more pacing."
2021-07-21,0.53,Walk,
2021-07-21,0.5,Walk,
2021-07-20,11.62,Walk,
2021-07-21,3.42,Walk,"(Total of 7 additional walks during day)"
2021-07-22,2.4,Walk,
2021-07-23,4.35,Walk,
2021-07-24,2.5,Walk,"Two pre dawn neighborhood loops"
2021-07-25,2.5,Walk,"Two pre dawn neighborhood loops"
2021-07-25,8.05,Walk,"My planned run morphed into a walk as I let myself become a servants to electronics, yet again. Will get a run in yet today. ❤️"
2021-07-25,3.05,Run,"Night training run without headlamp."
2021-07-26,1.25,Walk,"One pre dawn neighborhood loop"
2021-07-26,1.03,Walk,"Afternoon walk in neighborhood"
2021-07-27,1.25,Walk,"Very early pre-dawn neighborhood loop"
2021-07-28,0.75,Walk,
