"Activity Date","Distance in Miles","Activity Type",Comment
2021-04-13,10.23,Walk,
2021-04-14,6.41,Walk,
2021-04-15,7.61,Walk,
2021-04-16,4.75,Walk,
2021-04-17,13.36,Walk,
2021-04-18,7.63,Walk,
2021-04-20,9.21,Walk,
2021-04-21,6.26,Walk,
2021-04-22,10.34,Walk,
2021-04-23,9.35,Walk,
2021-04-24,8.71,Walk,
2021-04-25,6.91,Walk,
2021-04-26,10.22,Walk,
2021-04-27,8.11,Walk,
2021-04-28,6.65,Walk,
2021-04-29,10.21,Walk,
2021-04-30,5.5,Walk,
2021-05-01,6.31,Walk,
2021-05-02,6.88,Walk,
2021-05-03,11.66,Walk,
2021-05-04,9.1,Walk,
2021-05-05,8.45,Walk,
2021-05-06,10.34,Walk,
2021-05-07,11.16,Walk,
2021-05-08,7.69,Walk,
2021-05-10,10.28,Walk,
2021-05-13,9.58,Walk,
2021-05-14,6.62,Walk,
2021-05-15,9.74,Walk,
2021-05-16,7.62,Walk,
