"Activity Date","Distance in Miles","Activity Type",Comment
2021-07-30,1.9,Walk,
2021-07-31,11.11,Walk,
2021-08-01,11.33,Walk,
2021-08-02,13.25,Walk,
2021-08-03,11.32,Walk,
2021-08-04,12.14,Walk,
2021-08-05,10.52,Walk,
2021-08-06,8.72,Walk,
2021-08-07,11.47,Walk,
2021-08-08,11.17,Walk,
2021-08-09,10.27,Walk,
2021-08-10,10.2,Walk,
2021-08-11,10.35,Walk,
2021-08-12,10.24,Walk,
2021-08-13,6.37,Walk,
2021-08-14,11.2,Walk,
2021-08-15,8.76,Walk,
2021-08-16,11.27,Walk,
2021-08-18,11.21,Walk,
2021-08-17,8.24,Walk,
2021-08-19,11.32,Walk,
2021-08-20,7.17,Walk,"1/2 marathon tomorrow"
2021-08-21,18.93,Walk,"Tour Laporte 1/2 and bonus miles dedicated to Connie. Thank you, David. Semper Fi, Marine!"
2021-08-22,7.54,Walk,
2021-08-23,12.14,Walk,
2021-08-24,10.36,Walk,
2021-08-25,8.26,Walk,
2021-08-26,11.37,Walk,
2021-08-27,5.78,Walk,
2021-08-28,7.34,Walk,
