"Activity Date","Distance in Miles","Activity Type",Comment
2021-01-26,4.2,Walk,
2021-01-27,7.26,Walk,
2021-01-28,8.71,Walk,
2021-01-29,8.1,Walk,
2021-01-30,8.7,Walk,
2021-01-31,4.55,Walk,
2021-02-01,8.56,Walk,
2021-02-02,8.65,Walk,
2021-02-03,6.4,Walk,
2021-02-04,6.92,Walk,
2021-02-05,6.97,Walk,
2021-02-06,6.42,Walk,
2021-02-07,7.23,Walk,
2021-02-08,9.22,Walk,
2021-02-09,9.1,Walk,
2021-02-10,6.91,Walk,
2021-02-11,8.48,Walk,
2021-02-12,8.26,Walk,
2021-02-13,6.53,Walk,
2021-02-14,6.75,Walk,
2021-02-15,6.58,Walk,
2021-02-16,6.98,Walk,
2021-02-17,6.85,Walk,
2021-02-18,8.35,Walk,
2021-02-19,4.49,Walk,
2021-02-20,31.1,Walk,"Yeti Trail Half"
2021-02-20,2.71,Walk,"2.71 bonus miles post-Yeti Half"
2021-02-21,6.11,Walk,"Sore after Yeti Half but 36F, sunny day helped."
2021-02-22,6.2,Walk,
