"Activity Date","Distance in Miles","Activity Type",Comment
2021-03-19,9.57,Walk,
2021-03-20,6.62,Walk,
2021-03-21,11.05,Walk,
2021-03-22,6.61,Walk,
2021-03-23,7.54,Walk,
2021-03-24,8.55,Walk,
2021-03-25,11.2,Walk,
2021-03-26,7.44,Walk,
2021-03-27,6.52,Walk,
2021-03-28,5.72,Walk,
2021-03-29,9.12,Walk,
2021-03-31,7.34,Walk,
2021-04-01,8.1,Walk,
2021-04-02,6.41,Walk,
2021-04-04,7.58,Walk,
2021-04-04,7.69,Walk,
2021-04-05,7.36,Walk,
2021-04-06,7.74,Walk,
2021-04-07,8.83,Walk,
2021-04-08,9.12,Walk,
2021-04-09,8.59,Walk,
2021-04-10,10.56,Walk,
2021-04-11,7.29,Walk,
2021-04-12,8.75,Walk,
