"Activity Date","Distance in Miles","Activity Type",Comment
2020-12-01,11.88,Walk,
2020-12-02,9.17,Walk,
2020-12-03,10.16,Walk,
2020-12-04,8.37,Walk,
2020-12-05,10.04,Walk,
2020-12-06,0,Walk,"Rest day"
2020-12-07,7.9,Walk,
2020-12-08,6.67,Walk,
2020-12-09,10.78,Walk,
2020-12-10,5.62,Walk,
2020-12-11,9.78,Walk,
2020-12-12,8.82,Walk,
2020-12-13,6.42,Walk,
2020-12-14,7.76,Walk,
2020-12-15,7.62,Walk,
2020-12-16,8.78,Walk,
2020-12-17,8.43,Walk,
2020-12-18,4.33,Walk,
2020-12-19,4.88,Walk,"5k this morning. Will get more miles in later."
2020-12-20,7.62,Walk,
2020-12-21,9.2,Walk,
2020-12-22,10.1,Walk,"5k during day, evening 5k and sweeping duties"
2020-12-23,8.67,Walk,
2020-12-24,3.2,Walk,
2020-12-25,6.78,Walk,
2020-12-26,6.43,Walk,
2020-12-27,5.32,Walk,
2020-12-28,7.3,Walk,
2020-12-29,8.71,Walk,
2020-12-30,6.32,Walk,
