"Activity Date","Distance in Miles","Activity Type",Comment
2021-06-20,6.2,Walk,
2021-06-21,12.38,Walk,
2021-06-22,9.26,Walk,
2021-06-23,14.3,Walk,
2021-06-24,8.2,Walk,
2021-06-25,11.22,Walk,
2021-06-26,5.4,Walk,
2021-06-27,6.41,Walk,
2021-06-28,7.22,Walk,
2021-06-29,7.05,Walk,
2021-06-30,7.72,Walk,
2021-07-01,10.52,Walk,
2021-07-02,8.6,Walk,
2021-07-03,14.46,Walk,
2021-07-04,5.48,Walk,
2021-07-05,6.63,Walk,
2021-07-06,6.14,Walk,
2021-07-07,10.42,Walk,
2021-07-08,4.86,Walk,
2021-07-09,13.48,Walk,
2021-07-10,6.49,Walk,
2021-07-11,6.24,Walk,
2021-07-12,11.49,Walk,
2021-07-13,7.26,Walk,
2021-07-14,10.41,Walk,
2021-07-15,8.67,Walk,
2021-07-16,6.51,Walk,
2021-07-18,11.41,Walk,
2021-07-19,11.73,Walk,
2021-07-22,14.47,Walk,"Been entering Dave's mileage from Death Valley and his 8.33 entry for 7/17 didn't take. Too late to backlog so adding it to his mileage for today for total of 14.47 miles"
2021-07-20,11.12,Walk,
2021-07-21,6.17,Walk,
2021-07-25,13.64,Walk,
2021-07-23,11.14,Walk,
2021-07-24,11.63,Walk,
2021-07-26,9.17,Walk,
2021-07-27,10.55,Walk,
2021-07-28,11.18,Walk,
2021-07-29,10.54,Walk,
2021-07-30,10.32,Walk,
