"Activity Date","Distance in Miles","Activity Type",Comment
2021-07-30,3.06,Run,
2021-07-31,3.68,Run,
2021-08-01,4.06,Run,
2021-08-02,4.13,Run,
2021-08-03,3.43,Run,
2021-08-04,2.28,Run,
2021-08-05,2.6,Run,
2021-08-06,4.62,Run,
2021-08-07,2,Treadmill,
2021-08-07,1.48,Run,
2021-08-09,7.01,Run,
2021-08-10,3.04,Run,
2021-08-11,4,Run,
2021-08-12,3.03,Run,
2021-08-13,3.72,Run,
2021-08-14,2.12,Run,
2021-08-16,2.59,Run,
2021-08-17,3.62,Run,
2021-08-18,2.27,Treadmill,
2021-08-19,0.82,Run,
2021-08-20,3.12,Treadmill,
2021-08-22,10,Run,
2021-08-22,1.5,Treadmill,
2021-08-23,7.45,Run,"I suck…"
2021-08-24,3.82,Walk,
2021-08-24,2.85,Treadmill,
2021-08-24,3.58,Treadmill,
2021-08-25,4.25,Run,
2021-08-25,6.32,Treadmill,"Yesterday’s 10 complete…."
2021-08-26,7.4,Treadmill,
2021-08-26,3.15,Treadmill,😉
2021-08-27,3.32,Run,
2021-08-27,7.71,Treadmill,
2021-08-28,10.32,Run,
